,MP-ID,Cluster_ID,cluster_size,sublattice_element,dbcv_cluster,probabilities
8966,mp-554868,114,16,Mo,0.758831279,1
8967,mp-554869,-1,24875,O,0.846819876,0
8968,mp-554873,-1,24875,Ag,0.846819876,0
8969,mp-554874,-1,24875,Cu,0.846819876,0
8970,mp-554879,-1,24875,Cu,0.846819876,0
8971,mp-554882,-1,24875,Cu,0.846819876,0
8972,mp-554885,-1,24875,N,0.846819876,0
8973,mp-554886,-1,24875,O,0.846819876,0
8974,mp-554888,29,74,K,0.394894932,0.211335526
8975,mp-554894,-1,24875,O,0.846819876,0
8976,mp-554896,-1,24875,O,0.846819876,0
8977,mp-554899,-1,24875,F,0.846819876,0
8978,mp-554900,-1,24875,K,0.846819876,0
8979,mp-554901,17,18,Ga,0.62428491,0.937185396
8980,mp-554903,-1,24875,O,0.846819876,0
8981,mp-554911,-1,24875,Mn,0.846819876,0
8982,mp-554913,-1,24875,Ag,0.846819876,0
8983,mp-554918,-1,24875,O,0.846819876,0
8984,mp-554919,-1,24875,O,0.846819876,0
8985,mp-554928,-1,24875,F,0.846819876,0
8986,mp-554929,-1,24875,O,0.846819876,0
8987,mp-554930,-1,24875,Nb,0.846819876,0
8988,mp-554935,-1,24875,S,0.846819876,0
8989,mp-554944,-1,24875,O,0.846819876,0
8990,mp-554947,-1,24875,O,0.846819876,0
8991,mp-554948,-1,24875,O,0.846819876,0
8992,mp-554949,-1,24875,Ru,0.846819876,0
8993,mp-554952,-1,24875,O,0.846819876,0
8994,mp-554957,-1,24875,Te,0.846819876,0
8995,mp-554959,-1,24875,O,0.846819876,0
8996,mp-554964,-1,24875,O,0.846819876,0
8997,mp-554966,-1,24875,O,0.846819876,0
8998,mp-554977,-1,24875,Cl,0.846819876,0
8999,mp-554979,-1,24875,O,0.846819876,0
9000,mp-554980,-1,24875,Mn,0.846819876,0
9001,mp-554988,-1,24875,Ag,0.846819876,0
9002,mp-554990,-1,24875,Mn,0.846819876,0
9003,mp-554994,-1,24875,Cu,0.846819876,0
9004,mp-554996,-1,24875,O,0.846819876,0
9005,mp-555000,-1,24875,O,0.846819876,0
9006,mp-555002,-1,24875,O,0.846819876,0
9007,mp-555003,139,19,F,0.668608878,0.949495836
9008,mp-555005,-1,24875,O,0.846819876,0
9009,mp-555007,-1,24875,O,0.846819876,0
9010,mp-555010,-1,24875,Ni,0.846819876,0
9011,mp-555013,-1,24875,O,0.846819876,0
9012,mp-555018,-1,24875,O,0.846819876,0
9013,mp-555021,-1,24875,O,0.846819876,0
9014,mp-555022,-1,24875,O,0.846819876,0
9015,mp-555023,-1,24875,O,0.846819876,0
9016,mp-555026,-1,24875,F,0.846819876,0
9017,mp-555028,-1,24875,S,0.846819876,0
9018,mp-555034,-1,24875,I,0.846819876,0
9019,mp-555048,-1,24875,F,0.846819876,0
9020,mp-555050,-1,24875,O,0.846819876,0
9021,mp-555056,-1,24875,Cl,0.846819876,0
9022,mp-555063,-1,24875,O,0.846819876,0
9023,mp-555067,-1,24875,S,0.846819876,0
9024,mp-555068,-1,24875,O,0.846819876,0
9025,mp-555070,-1,24875,O,0.846819876,0
9026,mp-555071,-1,24875,F,0.846819876,0
9027,mp-555074,-1,24875,S,0.846819876,0
9028,mp-555076,-1,24875,F,0.846819876,0
9029,mp-555078,-1,24875,O,0.846819876,0
9030,mp-555080,-1,24875,N,0.846819876,0
9031,mp-555081,-1,24875,S,0.846819876,0
9032,mp-555083,-1,24875,O,0.846819876,0
9033,mp-555084,-1,24875,Cl,0.846819876,0
9034,mp-555087,-1,24875,O,0.846819876,0
9035,mp-555088,-1,24875,S,0.846819876,0
9036,mp-555089,-1,24875,O,0.846819876,0
9037,mp-555090,-1,24875,O,0.846819876,0
9038,mp-555092,-1,24875,S,0.846819876,0
9039,mp-555093,-1,24875,Cu,0.846819876,0
9040,mp-555094,-1,24875,O,0.846819876,0
9041,mp-555095,-1,24875,O,0.846819876,0
9042,mp-555097,-1,24875,Cl,0.846819876,0
9043,mp-555099,43,20,Eu,0.698356717,0.349958427
9044,mp-555100,-1,24875,O,0.846819876,0
9045,mp-555104,-1,24875,O,0.846819876,0
9046,mp-555105,-1,24875,O,0.846819876,0
9047,mp-555108,-1,24875,N,0.846819876,0
9048,mp-555110,-1,24875,F,0.846819876,0
9049,mp-555114,-1,24875,O,0.846819876,0
9050,mp-555116,-1,24875,O,0.846819876,0
9051,mp-555117,-1,24875,O,0.846819876,0
9052,mp-555118,-1,24875,O,0.846819876,0
9053,mp-555119,-1,24875,F,0.846819876,0
9054,mp-555120,-1,24875,K,0.846819876,0
9055,mp-555127,-1,24875,O,0.846819876,0
9056,mp-555129,-1,24875,N,0.846819876,0
9057,mp-555131,63,282,O,0.212178071,0.091938303
9058,mp-555132,-1,24875,F,0.846819876,0
9059,mp-555133,-1,24875,O,0.846819876,0
9060,mp-555137,-1,24875,O,0.846819876,0
9061,mp-555140,-1,24875,O,0.846819876,0
9062,mp-555154,-1,24875,O,0.846819876,0
9063,mp-555155,-1,24875,O,0.846819876,0
9064,mp-555156,-1,24875,F,0.846819876,0
9065,mp-555159,-1,24875,O,0.846819876,0
9066,mp-555172,-1,24875,S,0.846819876,0
9067,mp-555178,-1,24875,F,0.846819876,0
9068,mp-555179,-1,24875,O,0.846819876,0
9069,mp-555188,-1,24875,O,0.846819876,0
9070,mp-555191,-1,24875,O,0.846819876,0
9071,mp-555194,109,77,F,0.30949115,0.599060155
9072,mp-555198,6,15,V,0.891916891,1
9073,mp-555199,-1,24875,S,0.846819876,0
9074,mp-555202,-1,24875,O,0.846819876,0
9075,mp-555203,-1,24875,O,0.846819876,0
9076,mp-555204,-1,24875,Cr,0.846819876,0
9077,mp-555206,-1,24875,O,0.846819876,0
9078,mp-555207,-1,24875,F,0.846819876,0
9079,mp-555211,-1,24875,O,0.846819876,0
9080,mp-555217,-1,24875,O,0.846819876,0
9081,mp-555218,124,98,O,0.398490395,1
9082,mp-555219,-1,24875,Cu,0.846819876,0
9083,mp-555227,6,15,V,0.891916891,0.766215593
9084,mp-555229,63,282,O,0.212178071,0.097759846
9085,mp-555231,-1,24875,O,0.846819876,0
9086,mp-555232,-1,24875,O,0.846819876,0
9087,mp-555234,-1,24875,Br,0.846819876,0
9088,mp-555237,118,25,O,0.416328964,0.383844724
9089,mp-555242,-1,24875,Rb,0.846819876,0
9090,mp-555245,19,35,Mn,0.31065457,0.633170137
9091,mp-555246,63,282,Ru,0.212178071,1
9092,mp-555247,136,37,Re,0.729339315,0.647072979
9093,mp-555250,-1,24875,Ag,0.846819876,0
9094,mp-555252,-1,24875,O,0.846819876,0
9095,mp-555253,-1,24875,La,0.846819876,0
9096,mp-555254,-1,24875,Cl,0.846819876,0
9097,mp-555257,-1,24875,O,0.846819876,0
9098,mp-555259,-1,24875,O,0.846819876,0
9099,mp-555266,-1,24875,O,0.846819876,0
9100,mp-555268,-1,24875,O,0.846819876,0
9101,mp-555269,-1,24875,S,0.846819876,0
9102,mp-555271,-1,24875,F,0.846819876,0
9103,mp-555272,-1,24875,F,0.846819876,0
9104,mp-555273,-1,24875,O,0.846819876,0
9105,mp-555283,-1,24875,V,0.846819876,0
9106,mp-555284,-1,24875,O,0.846819876,0
9107,mp-555286,-1,24875,O,0.846819876,0
9108,mp-555287,-1,24875,Rb,0.846819876,0
9109,mp-555288,-1,24875,Br,0.846819876,0
9110,mp-555292,-1,24875,N,0.846819876,0
9111,mp-555299,-1,24875,O,0.846819876,0
9112,mp-555300,-1,24875,O,0.846819876,0
9113,mp-555302,1,28,Fe,0.286261728,0.943833708
9114,mp-555305,-1,24875,O,0.846819876,0
9115,mp-555314,-1,24875,O,0.846819876,0
9116,mp-555315,-1,24875,Zr,0.846819876,0
9117,mp-555318,-1,24875,O,0.846819876,0
9118,mp-555321,-1,24875,F,0.846819876,0
9119,mp-555322,-1,24875,Eu,0.846819876,0
9120,mp-555325,-1,24875,O,0.846819876,0
9121,mp-555331,-1,24875,Pd,0.846819876,0
9122,mp-555333,-1,24875,Mn,0.846819876,0
9123,mp-555335,-1,24875,O,0.846819876,0
9124,mp-555338,-1,24875,O,0.846819876,0
9125,mp-555340,-1,24875,As,0.846819876,0
9126,mp-555342,-1,24875,O,0.846819876,0
9127,mp-555343,-1,24875,Ni,0.846819876,0
9128,mp-555344,-1,24875,O,0.846819876,0
9129,mp-555349,-1,24875,O,0.846819876,0
9130,mp-555354,-1,24875,O,0.846819876,0
9131,mp-555355,-1,24875,O,0.846819876,0
9132,mp-555356,-1,24875,O,0.846819876,0
9133,mp-555358,-1,24875,U,0.846819876,0
9134,mp-555363,-1,24875,O,0.846819876,0
9135,mp-555364,-1,24875,O,0.846819876,0
9136,mp-555369,-1,24875,Cu,0.846819876,0
9137,mp-555373,-1,24875,Cl,0.846819876,0
9138,mp-555385,-1,24875,O,0.846819876,0
9139,mp-555387,-1,24875,O,0.846819876,0
9140,mp-555388,-1,24875,O,0.846819876,0
9141,mp-555390,-1,24875,O,0.846819876,0
9142,mp-555393,-1,24875,O,0.846819876,0
9143,mp-555394,-1,24875,O,0.846819876,0
9144,mp-555396,33,75,Cl,0.410544059,0.846514411
9145,mp-555399,-1,24875,Fe,0.846819876,0
9146,mp-555403,169,214,W,0.308432577,0.829692262
9147,mp-555407,-1,24875,S,0.846819876,0
9148,mp-555408,-1,24875,S,0.846819876,0
9149,mp-555414,-1,24875,Sb,0.846819876,0
9150,mp-555417,-1,24875,O,0.846819876,0
9151,mp-555418,-1,24875,O,0.846819876,0
9152,mp-555421,-1,24875,O,0.846819876,0
9153,mp-555424,-1,24875,O,0.846819876,0
9154,mp-555435,-1,24875,I,0.846819876,0
9155,mp-555438,-1,24875,F,0.846819876,0
9156,mp-555439,-1,24875,F,0.846819876,0
9157,mp-555442,-1,24875,O,0.846819876,0
9158,mp-555443,-1,24875,N,0.846819876,0
9159,mp-555447,-1,24875,O,0.846819876,0
9160,mp-555451,-1,24875,O,0.846819876,0
9161,mp-555457,-1,24875,O,0.846819876,0
9162,mp-555458,-1,24875,Fe,0.846819876,0
9163,mp-555462,-1,24875,O,0.846819876,0
9164,mp-555463,-1,24875,F,0.846819876,0
9165,mp-555470,12,59,Mn,0.751296399,0.9495483
9166,mp-555471,-1,24875,O,0.846819876,0
9167,mp-555476,-1,24875,Os,0.846819876,0
9168,mp-555477,-1,24875,Ag,0.846819876,0
9169,mp-555481,-1,24875,O,0.846819876,0
9170,mp-555482,-1,24875,F,0.846819876,0
9171,mp-555484,-1,24875,Br,0.846819876,0
9172,mp-555487,-1,24875,O,0.846819876,0
9173,mp-555488,-1,24875,O,0.846819876,0
9174,mp-555490,-1,24875,O,0.846819876,0
9175,mp-555494,-1,24875,Mn,0.846819876,0
9176,mp-555497,-1,24875,O,0.846819876,0
9177,mp-555498,-1,24875,O,0.846819876,0
9178,mp-555507,74,52,Cl,0.237824832,1
9179,mp-555508,-1,24875,O,0.846819876,0
9180,mp-555509,143,64,Cu,0.749516947,1
9181,mp-555512,-1,24875,O,0.846819876,0
9182,mp-555513,-1,24875,S,0.846819876,0
9183,mp-555514,-1,24875,Os,0.846819876,0
9184,mp-555515,-1,24875,O,0.846819876,0
9185,mp-555517,-1,24875,Cu,0.846819876,0
9186,mp-555519,-1,24875,Cu,0.846819876,0
9187,mp-555521,-1,24875,O,0.846819876,0
9188,mp-555522,-1,24875,Eu,0.846819876,0
9189,mp-555524,-1,24875,S,0.846819876,0
9190,mp-555526,-1,24875,O,0.846819876,0
9191,mp-555527,-1,24875,S,0.846819876,0
9192,mp-555528,-1,24875,O,0.846819876,0
9193,mp-555534,-1,24875,O,0.846819876,0
9194,mp-555537,-1,24875,O,0.846819876,0
9195,mp-555540,-1,24875,Cr,0.846819876,0
9196,mp-555541,-1,24875,O,0.846819876,0
9197,mp-555546,-1,24875,Mg,0.846819876,0
9198,mp-555548,-1,24875,O,0.846819876,0
9199,mp-555552,-1,24875,O,0.846819876,0
9200,mp-555554,-1,24875,O,0.846819876,0
9201,mp-555558,57,17,Co,0.647960081,1
9202,mp-555560,-1,24875,O,0.846819876,0
9203,mp-555561,-1,24875,O,0.846819876,0
9204,mp-555562,-1,24875,O,0.846819876,0
9205,mp-555563,-1,24875,Cl,0.846819876,0
9206,mp-555568,-1,24875,O,0.846819876,0
9207,mp-555569,-1,24875,Cr,0.846819876,0
9208,mp-555570,-1,24875,O,0.846819876,0
9209,mp-555575,-1,24875,S,0.846819876,0
9210,mp-555576,-1,24875,O,0.846819876,0
9211,mp-555580,-1,24875,O,0.846819876,0
9212,mp-555582,-1,24875,C,0.846819876,0
9213,mp-555585,-1,24875,F,0.846819876,0
9214,mp-555586,-1,24875,O,0.846819876,0
9215,mp-555587,-1,24875,S,0.846819876,0
9216,mp-555591,-1,24875,F,0.846819876,0
9217,mp-555596,-1,24875,S,0.846819876,0
9218,mp-555597,-1,24875,V,0.846819876,0
9219,mp-555598,-1,24875,O,0.846819876,0
9220,mp-555604,-1,24875,O,0.846819876,0
9221,mp-555605,-1,24875,Mn,0.846819876,0
9222,mp-555608,-1,24875,O,0.846819876,0
9223,mp-555609,-1,24875,Cu,0.846819876,0
9224,mp-555621,-1,24875,O,0.846819876,0
9225,mp-555625,-1,24875,O,0.846819876,0
9226,mp-555626,-1,24875,O,0.846819876,0
9227,mp-555629,-1,24875,Cl,0.846819876,0
9228,mp-555631,-1,24875,F,0.846819876,0
9229,mp-555641,-1,24875,Cl,0.846819876,0
9230,mp-555644,-1,24875,O,0.846819876,0
9231,mp-555646,-1,24875,O,0.846819876,0
9232,mp-555650,-1,24875,O,0.846819876,0
9233,mp-555656,-1,24875,Cu,0.846819876,0
9234,mp-555661,-1,24875,O,0.846819876,0
9235,mp-555665,-1,24875,O,0.846819876,0
9236,mp-555669,-1,24875,Mn,0.846819876,0
9237,mp-555676,-1,24875,O,0.846819876,0
9238,mp-555679,-1,24875,U,0.846819876,0
9239,mp-555682,-1,24875,O,0.846819876,0
9240,mp-555687,-1,24875,O,0.846819876,0
9241,mp-555691,-1,24875,O,0.846819876,0
9242,mp-555692,-1,24875,O,0.846819876,0
9243,mp-555698,-1,24875,Fe,0.846819876,0
9244,mp-555700,-1,24875,O,0.846819876,0
9245,mp-555704,-1,24875,O,0.846819876,0
9246,mp-555710,-1,24875,O,0.846819876,0
9247,mp-555711,-1,24875,O,0.846819876,0
9248,mp-555716,116,113,Ru,0.996338069,1
9249,mp-555717,-1,24875,O,0.846819876,0
9250,mp-555720,-1,24875,O,0.846819876,0
9251,mp-555721,-1,24875,N,0.846819876,0
9252,mp-555726,-1,24875,O,0.846819876,0
9253,mp-555728,-1,24875,N,0.846819876,0
9254,mp-555729,-1,24875,Cu,0.846819876,0
9255,mp-555730,-1,24875,F,0.846819876,0
9256,mp-555731,-1,24875,O,0.846819876,0
9257,mp-555736,-1,24875,Cl,0.846819876,0
9258,mp-555740,-1,24875,O,0.846819876,0
9259,mp-555741,-1,24875,O,0.846819876,0
9260,mp-555742,-1,24875,O,0.846819876,0
9261,mp-555747,-1,24875,O,0.846819876,0
9262,mp-555752,-1,24875,Fe,0.846819876,0
9263,mp-555755,-1,24875,Fe,0.846819876,0
9264,mp-555759,-1,24875,O,0.846819876,0
9265,mp-555764,-1,24875,Nb,0.846819876,0
9266,mp-555770,-1,24875,O,0.846819876,0
9267,mp-555776,-1,24875,O,0.846819876,0
9268,mp-555784,-1,24875,O,0.846819876,0
9269,mp-555785,22,72,O,0.463667308,0.604772175
9270,mp-555786,-1,24875,O,0.846819876,0
9271,mp-555790,-1,24875,O,0.846819876,0
9272,mp-555791,-1,24875,O,0.846819876,0
9273,mp-555794,-1,24875,O,0.846819876,0
9274,mp-555799,-1,24875,O,0.846819876,0
9275,mp-555800,-1,24875,La,0.846819876,0
9276,mp-555805,-1,24875,Cl,0.846819876,0
9277,mp-555808,-1,24875,O,0.846819876,0
9278,mp-555812,86,31,O,0.399491427,0.983796641
9279,mp-555818,-1,24875,Cu,0.846819876,0
9280,mp-555821,-1,24875,Cu,0.846819876,0
9281,mp-555823,-1,24875,O,0.846819876,0
9282,mp-555825,-1,24875,O,0.846819876,0
9283,mp-555830,65,14,Mn,0.673817432,1
9284,mp-555833,-1,24875,S,0.846819876,0
9285,mp-555835,-1,24875,O,0.846819876,0
9286,mp-555837,-1,24875,O,0.846819876,0
9287,mp-555839,156,146,O,0.423239754,0.78690209
9288,mp-555840,-1,24875,O,0.846819876,0
9289,mp-555842,-1,24875,O,0.846819876,0
9290,mp-555843,-1,24875,Ag,0.846819876,0
9291,mp-555844,81,47,Mn,0.579836121,0.563881264
9292,mp-555845,-1,24875,F,0.846819876,0
9293,mp-555846,-1,24875,F,0.846819876,0
9294,mp-555848,-1,24875,S,0.846819876,0
9295,mp-555851,-1,24875,O,0.846819876,0
9296,mp-555852,-1,24875,S,0.846819876,0
9297,mp-555856,-1,24875,Mn,0.846819876,0
9298,mp-555857,-1,24875,V,0.846819876,0
9299,mp-555860,-1,24875,Eu,0.846819876,0
9300,mp-555861,-1,24875,O,0.846819876,0
9301,mp-555865,-1,24875,F,0.846819876,0
9302,mp-555867,-1,24875,O,0.846819876,0
9303,mp-555868,-1,24875,K,0.846819876,0
9304,mp-555873,-1,24875,O,0.846819876,0
9305,mp-555880,-1,24875,O,0.846819876,0
9306,mp-555884,-1,24875,Cu,0.846819876,0
9307,mp-555885,108,20,Ag,0.559175429,0.939007091
9308,mp-555888,-1,24875,C,0.846819876,0
9309,mp-555896,-1,24875,Pr,0.846819876,0
9310,mp-555898,-1,24875,Cr,0.846819876,0
9311,mp-555899,-1,24875,O,0.846819876,0
9312,mp-555903,-1,24875,O,0.846819876,0
9313,mp-555904,-1,24875,O,0.846819876,0
9314,mp-555909,-1,24875,O,0.846819876,0
9315,mp-555911,-1,24875,F,0.846819876,0
9316,mp-555913,-1,24875,O,0.846819876,0
9317,mp-555914,-1,24875,O,0.846819876,0
9318,mp-555915,38,22,S,0.468463758,1
9319,mp-555918,-1,24875,O,0.846819876,0
9320,mp-555919,-1,24875,S,0.846819876,0
9321,mp-555920,-1,24875,O,0.846819876,0
9322,mp-555929,-1,24875,Mn,0.846819876,0
9323,mp-555930,-1,24875,O,0.846819876,0
9324,mp-555932,-1,24875,F,0.846819876,0
9325,mp-555933,-1,24875,O,0.846819876,0
9326,mp-555939,-1,24875,O,0.846819876,0
9327,mp-555940,-1,24875,O,0.846819876,0
9328,mp-555941,-1,24875,O,0.846819876,0
9329,mp-555942,-1,24875,O,0.846819876,0
9330,mp-555945,-1,24875,H,0.846819876,0
9331,mp-555948,-1,24875,C,0.846819876,0
9332,mp-555949,-1,24875,Eu,0.846819876,0
9333,mp-555953,-1,24875,Na,0.846819876,0
9334,mp-555954,-1,24875,S,0.846819876,0
9335,mp-555955,-1,24875,O,0.846819876,0
9336,mp-555958,-1,24875,O,0.846819876,0
9337,mp-555960,-1,24875,O,0.846819876,0
9338,mp-555961,-1,24875,O,0.846819876,0
9339,mp-555962,-1,24875,O,0.846819876,0
9340,mp-555967,-1,24875,S,0.846819876,0
9341,mp-555970,173,107,Mo,0.352874125,0.437621663
9342,mp-555971,-1,24875,F,0.846819876,0
9343,mp-555972,-1,24875,O,0.846819876,0
9344,mp-555973,-1,24875,O,0.846819876,0
9345,mp-555974,-1,24875,O,0.846819876,0
9346,mp-555975,-1,24875,Br,0.846819876,0
9347,mp-555976,-1,24875,O,0.846819876,0
9348,mp-555978,143,64,Cu,0.749516947,1
9349,mp-555979,-1,24875,O,0.846819876,0
9350,mp-555982,-1,24875,O,0.846819876,0
9351,mp-555983,-1,24875,O,0.846819876,0
9352,mp-555984,-1,24875,Eu,0.846819876,0
9353,mp-555986,-1,24875,N,0.846819876,0
9354,mp-555988,-1,24875,O,0.846819876,0
9355,mp-555994,-1,24875,N,0.846819876,0
9356,mp-555996,-1,24875,O,0.846819876,0
9357,mp-555997,-1,24875,Cl,0.846819876,0
9358,mp-556002,-1,24875,Li,0.846819876,0
9359,mp-556007,-1,24875,Co,0.846819876,0
9360,mp-556009,-1,24875,O,0.846819876,0
9361,mp-556014,154,110,O,0.168561834,0.302052172
9362,mp-556016,-1,24875,Cu,0.846819876,0
9363,mp-556017,-1,24875,O,0.846819876,0
9364,mp-556018,-1,24875,Li,0.846819876,0
9365,mp-556020,-1,24875,F,0.846819876,0
9366,mp-556021,-1,24875,O,0.846819876,0
9367,mp-556023,30,22,S,0.723781278,0.970054046
9368,mp-556024,-1,24875,F,0.846819876,0
9369,mp-556025,-1,24875,S,0.846819876,0
9370,mp-556026,-1,24875,O,0.846819876,0
9371,mp-556028,-1,24875,O,0.846819876,0
9372,mp-556034,-1,24875,O,0.846819876,0
9373,mp-556036,-1,24875,Cu,0.846819876,0
9374,mp-556038,-1,24875,O,0.846819876,0
9375,mp-556040,-1,24875,O,0.846819876,0
9376,mp-556044,-1,24875,O,0.846819876,0
9377,mp-556046,-1,24875,O,0.846819876,0
9378,mp-556047,-1,24875,Os,0.846819876,0
9379,mp-556048,-1,24875,O,0.846819876,0
9380,mp-556049,91,48,O,0.498253146,1
9381,mp-556050,33,75,P,0.410544059,0.693240371
9382,mp-556058,29,74,Ru,0.394894932,1
9383,mp-556062,-1,24875,O,0.846819876,0
9384,mp-556063,-1,24875,O,0.846819876,0
9385,mp-556066,-1,24875,O,0.846819876,0
9386,mp-556067,-1,24875,O,0.846819876,0
9387,mp-556068,-1,24875,O,0.846819876,0
9388,mp-556069,-1,24875,O,0.846819876,0
9389,mp-556070,-1,24875,O,0.846819876,0
9390,mp-556075,82,26,O,0.677413312,1
9391,mp-556076,-1,24875,Co,0.846819876,0
9392,mp-556077,-1,24875,O,0.846819876,0
9393,mp-556078,-1,24875,F,0.846819876,0
9394,mp-556084,-1,24875,O,0.846819876,0
9395,mp-556085,-1,24875,S,0.846819876,0
9396,mp-556087,-1,24875,S,0.846819876,0
9397,mp-556091,-1,24875,S,0.846819876,0
9398,mp-556092,-1,24875,O,0.846819876,0
9399,mp-556100,-1,24875,Sn,0.846819876,0
9400,mp-556101,-1,24875,Co,0.846819876,0
9401,mp-556102,-1,24875,O,0.846819876,0
9402,mp-556104,-1,24875,O,0.846819876,0
9403,mp-556117,-1,24875,F,0.846819876,0
9404,mp-556118,-1,24875,O,0.846819876,0
9405,mp-556120,-1,24875,O,0.846819876,0
9406,mp-556127,-1,24875,O,0.846819876,0
9407,mp-556130,-1,24875,F,0.846819876,0
9408,mp-556132,-1,24875,O,0.846819876,0
9409,mp-556137,-1,24875,O,0.846819876,0
9410,mp-556139,-1,24875,O,0.846819876,0
9411,mp-556143,75,67,O,0.5187034,0.622670055
9412,mp-556145,-1,24875,O,0.846819876,0
9413,mp-556151,63,282,O,0.212178071,0.097818874
9414,mp-556154,-1,24875,N,0.846819876,0
9415,mp-556156,-1,24875,O,0.846819876,0
9416,mp-556157,-1,24875,O,0.846819876,0
9417,mp-556165,-1,24875,O,0.846819876,0
9418,mp-556167,-1,24875,O,0.846819876,0
9419,mp-556169,-1,24875,O,0.846819876,0
9420,mp-556171,-1,24875,Cd,0.846819876,0
9421,mp-556172,-1,24875,Br,0.846819876,0
9422,mp-556173,-1,24875,O,0.846819876,0
9423,mp-556176,-1,24875,F,0.846819876,0
9424,mp-556179,-1,24875,S,0.846819876,0
9425,mp-556186,-1,24875,Cl,0.846819876,0
9426,mp-556192,-1,24875,O,0.846819876,0
9427,mp-556195,-1,24875,O,0.846819876,0
9428,mp-556202,-1,24875,Cu,0.846819876,0
9429,mp-556208,30,22,W,0.723781278,0.865194633
9430,mp-556210,-1,24875,O,0.846819876,0
9431,mp-556212,-1,24875,O,0.846819876,0
9432,mp-556216,-1,24875,O,0.846819876,0
9433,mp-556223,-1,24875,N,0.846819876,0
9434,mp-556224,-1,24875,O,0.846819876,0
9435,mp-556226,-1,24875,O,0.846819876,0
9436,mp-556228,-1,24875,O,0.846819876,0
9437,mp-556232,-1,24875,O,0.846819876,0
9438,mp-556234,-1,24875,O,0.846819876,0
9439,mp-556235,-1,24875,O,0.846819876,0
9440,mp-556237,-1,24875,F,0.846819876,0
9441,mp-556238,-1,24875,Cu,0.846819876,0
9442,mp-556243,-1,24875,V,0.846819876,0
9443,mp-556244,-1,24875,F,0.846819876,0
9444,mp-556246,-1,24875,S,0.846819876,0
9445,mp-556249,-1,24875,O,0.846819876,0
9446,mp-556250,-1,24875,O,0.846819876,0
9447,mp-556255,-1,24875,O,0.846819876,0
9448,mp-556257,-1,24875,O,0.846819876,0
9449,mp-556259,-1,24875,Eu,0.846819876,0
9450,mp-556262,-1,24875,O,0.846819876,0
9451,mp-556264,169,214,Cr,0.308432577,0.873897318
9452,mp-556265,-1,24875,O,0.846819876,0
9453,mp-556269,38,22,S,0.468463758,1
9454,mp-556273,-1,24875,N,0.846819876,0
9455,mp-556275,-1,24875,O,0.846819876,0
9456,mp-556276,-1,24875,O,0.846819876,0
9457,mp-556278,-1,24875,Bi,0.846819876,0
9458,mp-556282,-1,24875,O,0.846819876,0
9459,mp-556283,-1,24875,O,0.846819876,0
9460,mp-556287,-1,24875,O,0.846819876,0
9461,mp-556289,-1,24875,O,0.846819876,0
9462,mp-556291,-1,24875,S,0.846819876,0
9463,mp-556292,-1,24875,F,0.846819876,0
9464,mp-556295,-1,24875,O,0.846819876,0
9465,mp-556298,-1,24875,F,0.846819876,0
9466,mp-556300,-1,24875,Fe,0.846819876,0
9467,mp-556303,-1,24875,Cu,0.846819876,0
9468,mp-556305,-1,24875,O,0.846819876,0
9469,mp-556307,-1,24875,O,0.846819876,0
9470,mp-556308,-1,24875,O,0.846819876,0
9471,mp-556310,-1,24875,Cl,0.846819876,0
9472,mp-556313,-1,24875,O,0.846819876,0
9473,mp-556316,86,31,O,0.399491427,1
9474,mp-556320,-1,24875,F,0.846819876,0
9475,mp-556327,-1,24875,Br,0.846819876,0
9476,mp-556330,-1,24875,O,0.846819876,0
9477,mp-556331,-1,24875,Pt,0.846819876,0
9478,mp-556335,-1,24875,O,0.846819876,0
9479,mp-556338,109,77,Rb,0.30949115,0.837413022
9480,mp-556339,-1,24875,O,0.846819876,0
9481,mp-556341,-1,24875,S,0.846819876,0
9482,mp-556343,-1,24875,O,0.846819876,0
9483,mp-556345,-1,24875,O,0.846819876,0
9484,mp-556347,-1,24875,Re,0.846819876,0
9485,mp-556349,-1,24875,O,0.846819876,0
9486,mp-556356,-1,24875,O,0.846819876,0
9487,mp-556362,-1,24875,O,0.846819876,0
9488,mp-556364,-1,24875,Cl,0.846819876,0
9489,mp-556367,-1,24875,S,0.846819876,0
9490,mp-556369,-1,24875,O,0.846819876,0
9491,mp-556374,-1,24875,O,0.846819876,0
9492,mp-556375,-1,24875,O,0.846819876,0
9493,mp-556376,-1,24875,O,0.846819876,0
9494,mp-556377,-1,24875,O,0.846819876,0
9495,mp-556378,-1,24875,O,0.846819876,0
9496,mp-556379,33,75,V,0.410544059,0.765416939
9497,mp-556382,-1,24875,Eu,0.846819876,0
9498,mp-556385,-1,24875,I,0.846819876,0
9499,mp-556386,-1,24875,O,0.846819876,0
9500,mp-556389,-1,24875,O,0.846819876,0
9501,mp-556391,-1,24875,Mn,0.846819876,0
