,MP-ID,Cluster_ID,cluster_size,sublattice_element,dbcv_cluster,probabilities
8424,mp-542443,-1,24875,Cr,0.846819876,0
8425,mp-542445,-1,24875,F,0.846819876,0
8426,mp-542449,-1,24875,Sc,0.846819876,0
8427,mp-542458,-1,24875,Ce,0.846819876,0
8428,mp-542459,-1,24875,O,0.846819876,0
8429,mp-542461,38,22,Se,0.468463758,1
8430,mp-542464,-1,24875,O,0.846819876,0
8431,mp-542465,-1,24875,Pr,0.846819876,0
8432,mp-542469,-1,24875,O,0.846819876,0
8433,mp-542475,30,22,Fe,0.723781278,1
8434,mp-542484,31,43,Sr,0.538096323,0.776321854
8435,mp-542488,113,26,Co,0.78250021,1
8436,mp-542501,-1,24875,O,0.846819876,0
8437,mp-542503,-1,24875,La,0.846819876,0
8438,mp-542512,-1,24875,Ru,0.846819876,0
8439,mp-542514,-1,24875,O,0.846819876,0
8440,mp-542522,-1,24875,Bi,0.846819876,0
8441,mp-542533,-1,24875,O,0.846819876,0
8442,mp-542535,-1,24875,Cl,0.846819876,0
8443,mp-542541,-1,24875,O,0.846819876,0
8444,mp-542545,-1,24875,Se,0.846819876,0
8445,mp-542553,-1,24875,Cu,0.846819876,0
8446,mp-542554,-1,24875,Cu,0.846819876,0
8447,mp-542557,-1,24875,O,0.846819876,0
8448,mp-542563,-1,24875,O,0.846819876,0
8449,mp-542567,-1,24875,O,0.846819876,0
8450,mp-542568,144,131,Eu,0.642687673,1
8451,mp-542570,-1,24875,Se,0.846819876,0
8452,mp-542583,172,39,Eu,0.799275767,1
8453,mp-542584,107,493,Eu,0.439191259,0.883623318
8454,mp-542598,-1,24875,Li,0.846819876,0
8455,mp-542605,38,22,Se,0.468463758,1
8456,mp-542606,-1,24875,Pu,0.846819876,0
8457,mp-542609,-1,24875,S,0.846819876,0
8458,mp-542611,-1,24875,S,0.846819876,0
8459,mp-542613,-1,24875,S,0.846819876,0
8460,mp-542614,-1,24875,Co,0.846819876,0
8461,mp-542621,-1,24875,Ta,0.846819876,0
8462,mp-542627,-1,24875,Fe,0.846819876,0
8463,mp-542629,-1,24875,Mo,0.846819876,0
8464,mp-542632,-1,24875,Gd,0.846819876,0
8465,mp-542633,74,52,Gd,0.237824832,0.961148377
8466,mp-542635,-1,24875,N,0.846819876,0
8467,mp-542637,-1,24875,Se,0.846819876,0
8468,mp-542638,-1,24875,Mn,0.846819876,0
8469,mp-542642,-1,24875,Se,0.846819876,0
8470,mp-542654,-1,24875,S,0.846819876,0
8471,mp-542662,33,75,Te,0.410544059,0.738178287
8472,mp-542664,-1,24875,Ce,0.846819876,0
8473,mp-542666,-1,24875,O,0.846819876,0
8474,mp-542671,-1,24875,O,0.846819876,0
8475,mp-542676,-1,24875,O,0.846819876,0
8476,mp-542678,-1,24875,O,0.846819876,0
8477,mp-542694,-1,24875,O,0.846819876,0
8478,mp-542697,-1,24875,Ru,0.846819876,0
8479,mp-542699,-1,24875,Se,0.846819876,0
8480,mp-542700,-1,24875,Ru,0.846819876,0
8481,mp-542709,-1,24875,Eu,0.846819876,0
8482,mp-542718,16,61,Ni,0.744046458,0.65632577
8483,mp-542727,4,35,Co,0.765541892,0.630636911
8484,mp-542728,4,35,Co,0.765541892,0.964496671
8485,mp-542729,-1,24875,Ni,0.846819876,0
8486,mp-542730,-1,24875,V,0.846819876,0
8487,mp-542733,67,14,O,0.701647776,1
8488,mp-542734,61,54,Rh,0.495149887,0.594081353
8489,mp-542738,-1,24875,N,0.846819876,0
8490,mp-542739,4,35,Co,0.765541892,1
8491,mp-542742,-1,24875,Co,0.846819876,0
8492,mp-542745,-1,24875,O,0.846819876,0
8493,mp-542749,-1,24875,Se,0.846819876,0
8494,mp-542752,-1,24875,Ce,0.846819876,0
8495,mp-542757,-1,24875,Eu,0.846819876,0
8496,mp-542765,-1,24875,Eu,0.846819876,0
8497,mp-542767,-1,24875,Ru,0.846819876,0
8498,mp-542777,144,131,Ce,0.642687673,0.92180228
8499,mp-542779,107,493,Gd,0.439191259,0.861476912
8500,mp-542781,-1,24875,Tl,0.846819876,0
8501,mp-542785,-1,24875,O,0.846819876,0
8502,mp-542803,-1,24875,V,0.846819876,0
8503,mp-542806,-1,24875,Ce,0.846819876,0
8504,mp-542807,-1,24875,Cu,0.846819876,0
8505,mp-542810,-1,24875,S,0.846819876,0
8506,mp-542814,-1,24875,O,0.846819876,0
8507,mp-542817,-1,24875,U,0.846819876,0
8508,mp-542819,-1,24875,B,0.846819876,0
8509,mp-542824,-1,24875,Ce,0.846819876,0
8510,mp-542828,-1,24875,Dy,0.846819876,0
8511,mp-542829,-1,24875,Ho,0.846819876,0
8512,mp-542830,-1,24875,Mn,0.846819876,0
8513,mp-542831,-1,24875,O,0.846819876,0
8514,mp-542832,-1,24875,O,0.846819876,0
8515,mp-542833,-1,24875,O,0.846819876,0
8516,mp-542840,-1,24875,O,0.846819876,0
8517,mp-542843,-1,24875,O,0.846819876,0
8518,mp-542850,-1,24875,Ru,0.846819876,0
8519,mp-542856,145,70,Ce,0.578747282,0.809843242
8520,mp-542858,61,54,Co,0.495149887,0.693239545
8521,mp-542864,-1,24875,Na,0.846819876,0
8522,mp-542869,-1,24875,Fe,0.846819876,0
8523,mp-542879,-1,24875,Nd,0.846819876,0
8524,mp-542881,-1,24875,Ce,0.846819876,0
8525,mp-542882,-1,24875,Ag,0.846819876,0
8526,mp-542888,111,29,S,0.462957528,0.848688653
8527,mp-542891,-1,24875,Au,0.846819876,0
8528,mp-542902,89,19,Co,0.637614396,1
8529,mp-542903,-1,24875,O,0.846819876,0
8530,mp-542909,-1,24875,Mn,0.846819876,0
8531,mp-542910,-1,24875,V,0.846819876,0
8532,mp-542912,-1,24875,Fe,0.846819876,0
8533,mp-542919,-1,24875,O,0.846819876,0
8534,mp-542934,105,153,Ce,0.720180477,1
8535,mp-542935,-1,24875,Co,0.846819876,0
8536,mp-542942,-1,24875,Se,0.846819876,0
8537,mp-542943,-1,24875,Se,0.846819876,0
8538,mp-542944,-1,24875,Cs,0.846819876,0
8539,mp-542967,-1,24875,O,0.846819876,0
8540,mp-542972,-1,24875,Nb,0.846819876,0
8541,mp-542974,-1,24875,S,0.846819876,0
8542,mp-542976,-1,24875,Fe,0.846819876,0
8543,mp-542979,-1,24875,O,0.846819876,0
8544,mp-542988,100,295,Gd,0.554631053,1
8545,mp-542995,9,38,Fe,0.860609254,0.381020707
8546,mp-542996,9,38,Fe,0.860609254,0.42116602
8547,mp-543017,-1,24875,Mn,0.846819876,0
8548,mp-543028,-1,24875,O,0.846819876,0
8549,mp-543029,-1,24875,La,0.846819876,0
8550,mp-543031,-1,24875,Se,0.846819876,0
8551,mp-543032,-1,24875,O,0.846819876,0
8552,mp-543034,-1,24875,O,0.846819876,0
8553,mp-543040,-1,24875,O,0.846819876,0
8554,mp-543046,-1,24875,O,0.846819876,0
8555,mp-543051,-1,24875,Lu,0.846819876,0
8556,mp-543052,-1,24875,Tm,0.846819876,0
8557,mp-543056,-1,24875,O,0.846819876,0
8558,mp-543079,-1,24875,O,0.846819876,0
8559,mp-543090,-1,24875,Co,0.846819876,0
8560,mp-543103,-1,24875,O,0.846819876,0
8561,mp-543110,-1,24875,O,0.846819876,0
8562,mp-545348,-1,24875,O,0.846819876,0
8563,mp-545387,103,35,O,0.734241603,0.779808778
8564,mp-545404,-1,24875,O,0.846819876,0
8565,mp-545469,-1,24875,O,0.846819876,0
8566,mp-545479,-1,24875,Cl,0.846819876,0
8567,mp-545506,-1,24875,Gd,0.846819876,0
8568,mp-545525,-1,24875,Cu,0.846819876,0
8569,mp-545630,-1,24875,O,0.846819876,0
8570,mp-545646,-1,24875,Co,0.846819876,0
8571,mp-545746,-1,24875,O,0.846819876,0
8572,mp-545756,114,16,O,0.758831279,0.90110763
8573,mp-545769,-1,24875,Co,0.846819876,0
8574,mp-546007,-1,24875,O,0.846819876,0
8575,mp-546125,-1,24875,O,0.846819876,0
8576,mp-546190,-1,24875,O,0.846819876,0
8577,mp-546320,103,35,O,0.734241603,0.767361671
8578,mp-546321,-1,24875,O,0.846819876,0
8579,mp-546339,149,142,O,0.353649831,0.000112569
8580,mp-546551,-1,24875,O,0.846819876,0
8581,mp-546561,-1,24875,Cr,0.846819876,0
8582,mp-546643,-1,24875,O,0.846819876,0
8583,mp-546684,-1,24875,Pd,0.846819876,0
8584,mp-546707,-1,24875,O,0.846819876,0
8585,mp-546711,114,16,O,0.758831279,1
8586,mp-546798,-1,24875,Cl,0.846819876,0
8587,mp-546936,73,15,Co,1,1
8588,mp-547029,107,493,F,0.439191259,0.802996758
8589,mp-547094,-1,24875,O,0.846819876,0
8590,mp-547792,-1,24875,O,0.846819876,0
8591,mp-547898,-1,24875,O,0.846819876,0
8592,mp-548170,145,70,U,0.578747282,0.585515025
8593,mp-548609,-1,24875,O,0.846819876,0
8594,mp-548658,-1,24875,O,0.846819876,0
8595,mp-548753,100,295,Co,0.554631053,0.261280465
8596,mp-548824,-1,24875,O,0.846819876,0
8597,mp-549687,-1,24875,O,0.846819876,0
8598,mp-549697,-1,24875,O,0.846819876,0
8599,mp-549869,-1,24875,O,0.846819876,0
8600,mp-550300,-1,24875,Co,0.846819876,0
8601,mp-550314,103,35,O,0.734241603,0.733743188
8602,mp-550468,-1,24875,Co,0.846819876,0
8603,mp-550474,-1,24875,O,0.846819876,0
8604,mp-550547,-1,24875,O,0.846819876,0
8605,mp-550564,-1,24875,Co,0.846819876,0
8606,mp-550566,96,23,Eu,0.798950272,1
8607,mp-550679,-1,24875,O,0.846819876,0
8608,mp-550745,-1,24875,Ti,0.846819876,0
8609,mp-550763,-1,24875,Co,0.846819876,0
8610,mp-550886,-1,24875,Co,0.846819876,0
8611,mp-550895,-1,24875,O,0.846819876,0
8612,mp-550925,-1,24875,O,0.846819876,0
8613,mp-550959,-1,24875,O,0.846819876,0
8614,mp-551086,-1,24875,Fe,0.846819876,0
8615,mp-551131,-1,24875,Co,0.846819876,0
8616,mp-551135,-1,24875,Cu,0.846819876,0
8617,mp-551203,142,27,O,0.779785477,0.52445858
8618,mp-551214,-1,24875,Ce,0.846819876,0
8619,mp-551244,-1,24875,Co,0.846819876,0
8620,mp-551267,-1,24875,O,0.846819876,0
8621,mp-551269,-1,24875,O,0.846819876,0
8622,mp-551437,-1,24875,O,0.846819876,0
8623,mp-551675,98,60,U,0.782517484,0.408432081
8624,mp-551690,-1,24875,O,0.846819876,0
8625,mp-551736,103,35,O,0.734241603,0.986364996
8626,mp-551760,-1,24875,Cl,0.846819876,0
8627,mp-551806,-1,24875,O,0.846819876,0
8628,mp-551826,-1,24875,Br,0.846819876,0
8629,mp-552113,-1,24875,V,0.846819876,0
8630,mp-552176,-1,24875,O,0.846819876,0
8631,mp-552177,-1,24875,Ce,0.846819876,0
8632,mp-552260,-1,24875,Co,0.846819876,0
8633,mp-552307,-1,24875,Co,0.846819876,0
8634,mp-552537,105,153,Cu,0.720180477,0.196830433
8635,mp-552552,-1,24875,O,0.846819876,0
8636,mp-552623,103,35,O,0.734241603,0.566258146
8637,mp-552663,-1,24875,O,0.846819876,0
8638,mp-552802,-1,24875,U,0.846819876,0
8639,mp-552966,-1,24875,O,0.846819876,0
8640,mp-553025,-1,24875,O,0.846819876,0
8641,mp-553374,-1,24875,O,0.846819876,0
8642,mp-553878,-1,24875,O,0.846819876,0
8643,mp-553883,-1,24875,O,0.846819876,0
8644,mp-553884,-1,24875,O,0.846819876,0
8645,mp-553891,-1,24875,O,0.846819876,0
8646,mp-553895,-1,24875,O,0.846819876,0
8647,mp-553896,169,214,Mo,0.308432577,0.841685193
8648,mp-553897,-1,24875,O,0.846819876,0
8649,mp-553903,-1,24875,O,0.846819876,0
8650,mp-553912,-1,24875,O,0.846819876,0
8651,mp-553914,-1,24875,Cu,0.846819876,0
8652,mp-553918,-1,24875,Eu,0.846819876,0
8653,mp-553919,-1,24875,Ag,0.846819876,0
8654,mp-553921,66,39,O,0.740726755,0.891009587
8655,mp-553923,-1,24875,S,0.846819876,0
8656,mp-553924,-1,24875,Ag,0.846819876,0
8657,mp-553925,-1,24875,O,0.846819876,0
8658,mp-553926,-1,24875,O,0.846819876,0
8659,mp-553927,133,63,Pu,0.150229623,0.949585235
8660,mp-553930,-1,24875,B,0.846819876,0
8661,mp-553932,-1,24875,O,0.846819876,0
8662,mp-553934,-1,24875,O,0.846819876,0
8663,mp-553938,-1,24875,O,0.846819876,0
8664,mp-553945,-1,24875,O,0.846819876,0
8665,mp-553947,63,282,Cl,0.212178071,0.092760544
8666,mp-553948,-1,24875,Tl,0.846819876,0
8667,mp-553950,-1,24875,O,0.846819876,0
8668,mp-553953,-1,24875,O,0.846819876,0
8669,mp-553958,-1,24875,O,0.846819876,0
8670,mp-553960,-1,24875,O,0.846819876,0
8671,mp-553962,-1,24875,S,0.846819876,0
8672,mp-553965,-1,24875,O,0.846819876,0
8673,mp-553968,-1,24875,Cl,0.846819876,0
8674,mp-553969,-1,24875,O,0.846819876,0
8675,mp-553971,-1,24875,O,0.846819876,0
8676,mp-553974,-1,24875,Ba,0.846819876,0
8677,mp-553980,-1,24875,Ni,0.846819876,0
8678,mp-553981,-1,24875,Mn,0.846819876,0
8679,mp-553984,-1,24875,S,0.846819876,0
8680,mp-553988,-1,24875,F,0.846819876,0
8681,mp-553990,-1,24875,N,0.846819876,0
8682,mp-553993,-1,24875,O,0.846819876,0
8683,mp-553996,-1,24875,O,0.846819876,0
8684,mp-553997,-1,24875,Na,0.846819876,0
8685,mp-554003,-1,24875,O,0.846819876,0
8686,mp-554005,-1,24875,O,0.846819876,0
8687,mp-554006,-1,24875,O,0.846819876,0
8688,mp-554009,-1,24875,O,0.846819876,0
8689,mp-554012,-1,24875,O,0.846819876,0
8690,mp-554014,-1,24875,Cu,0.846819876,0
8691,mp-554015,-1,24875,O,0.846819876,0
8692,mp-554018,-1,24875,O,0.846819876,0
8693,mp-554022,-1,24875,O,0.846819876,0
8694,mp-554025,-1,24875,N,0.846819876,0
8695,mp-554034,-1,24875,O,0.846819876,0
8696,mp-554037,-1,24875,O,0.846819876,0
8697,mp-554038,-1,24875,O,0.846819876,0
8698,mp-554041,-1,24875,O,0.846819876,0
8699,mp-554048,-1,24875,Ag,0.846819876,0
8700,mp-554053,-1,24875,O,0.846819876,0
8701,mp-554056,-1,24875,O,0.846819876,0
8702,mp-554057,-1,24875,O,0.846819876,0
8703,mp-554063,-1,24875,O,0.846819876,0
8704,mp-554066,-1,24875,O,0.846819876,0
8705,mp-554071,-1,24875,S,0.846819876,0
8706,mp-554076,-1,24875,S,0.846819876,0
8707,mp-554081,-1,24875,O,0.846819876,0
8708,mp-554082,22,72,O,0.463667308,0.569840337
8709,mp-554084,-1,24875,O,0.846819876,0
8710,mp-554094,-1,24875,O,0.846819876,0
8711,mp-554096,-1,24875,S,0.846819876,0
8712,mp-554098,-1,24875,Ti,0.846819876,0
8713,mp-554101,-1,24875,O,0.846819876,0
8714,mp-554108,-1,24875,O,0.846819876,0
8715,mp-554110,-1,24875,C,0.846819876,0
8716,mp-554116,96,23,Br,0.798950272,1
8717,mp-554119,-1,24875,S,0.846819876,0
8718,mp-554120,33,75,Cu,0.410544059,0.851829823
8719,mp-554121,-1,24875,V,0.846819876,0
8720,mp-554123,-1,24875,O,0.846819876,0
8721,mp-554129,-1,24875,F,0.846819876,0
8722,mp-554136,-1,24875,O,0.846819876,0
8723,mp-554138,-1,24875,O,0.846819876,0
8724,mp-554139,-1,24875,O,0.846819876,0
8725,mp-554140,-1,24875,Cr,0.846819876,0
8726,mp-554141,-1,24875,O,0.846819876,0
8727,mp-554142,-1,24875,O,0.846819876,0
8728,mp-554145,-1,24875,O,0.846819876,0
8729,mp-554148,-1,24875,O,0.846819876,0
8730,mp-554150,111,29,S,0.462957528,1
8731,mp-554152,-1,24875,O,0.846819876,0
8732,mp-554155,-1,24875,O,0.846819876,0
8733,mp-554160,-1,24875,O,0.846819876,0
8734,mp-554163,-1,24875,Cu,0.846819876,0
8735,mp-554164,-1,24875,O,0.846819876,0
8736,mp-554168,169,214,Mo,0.308432577,0.909667479
8737,mp-554174,-1,24875,O,0.846819876,0
8738,mp-554175,-1,24875,O,0.846819876,0
8739,mp-554181,-1,24875,O,0.846819876,0
8740,mp-554183,-1,24875,Cl,0.846819876,0
8741,mp-554184,-1,24875,Ho,0.846819876,0
8742,mp-554185,-1,24875,O,0.846819876,0
8743,mp-554186,-1,24875,O,0.846819876,0
8744,mp-554187,-1,24875,O,0.846819876,0
8745,mp-554190,-1,24875,Ca,0.846819876,0
8746,mp-554195,-1,24875,S,0.846819876,0
8747,mp-554199,-1,24875,O,0.846819876,0
8748,mp-554200,-1,24875,Cu,0.846819876,0
8749,mp-554203,-1,24875,O,0.846819876,0
8750,mp-554211,105,153,Mn,0.720180477,1
8751,mp-554213,-1,24875,O,0.846819876,0
8752,mp-554216,-1,24875,S,0.846819876,0
8753,mp-554218,-1,24875,O,0.846819876,0
8754,mp-554219,-1,24875,O,0.846819876,0
8755,mp-554223,-1,24875,O,0.846819876,0
8756,mp-554226,-1,24875,Rb,0.846819876,0
8757,mp-554228,-1,24875,V,0.846819876,0
8758,mp-554229,-1,24875,O,0.846819876,0
8759,mp-554235,-1,24875,O,0.846819876,0
8760,mp-554240,-1,24875,O,0.846819876,0
8761,mp-554242,-1,24875,O,0.846819876,0
8762,mp-554252,169,214,Cr,0.308432577,0.886763801
8763,mp-554255,-1,24875,S,0.846819876,0
8764,mp-554258,-1,24875,O,0.846819876,0
8765,mp-554259,-1,24875,O,0.846819876,0
8766,mp-554263,-1,24875,O,0.846819876,0
8767,mp-554264,-1,24875,S,0.846819876,0
8768,mp-554265,-1,24875,Cl,0.846819876,0
8769,mp-554266,63,282,Ir,0.212178071,0.173586505
8770,mp-554267,-1,24875,O,0.846819876,0
8771,mp-554269,-1,24875,O,0.846819876,0
8772,mp-554272,-1,24875,Cu,0.846819876,0
8773,mp-554273,-1,24875,O,0.846819876,0
8774,mp-554275,-1,24875,O,0.846819876,0
8775,mp-554279,-1,24875,O,0.846819876,0
8776,mp-554280,-1,24875,O,0.846819876,0
8777,mp-554282,-1,24875,O,0.846819876,0
8778,mp-554286,-1,24875,S,0.846819876,0
8779,mp-554288,-1,24875,O,0.846819876,0
8780,mp-554289,-1,24875,S,0.846819876,0
8781,mp-554294,-1,24875,O,0.846819876,0
8782,mp-554298,-1,24875,Cu,0.846819876,0
8783,mp-554311,-1,24875,F,0.846819876,0
8784,mp-554313,-1,24875,O,0.846819876,0
8785,mp-554320,-1,24875,Pd,0.846819876,0
8786,mp-554326,-1,24875,O,0.846819876,0
8787,mp-554328,-1,24875,O,0.846819876,0
8788,mp-554329,-1,24875,O,0.846819876,0
8789,mp-554334,-1,24875,O,0.846819876,0
8790,mp-554335,89,19,Cu,0.637614396,0.739928427
8791,mp-554336,63,282,Nb,0.212178071,0.114627639
8792,mp-554337,144,131,Ir,0.642687673,1
8793,mp-554339,-1,24875,Ba,0.846819876,0
8794,mp-554340,-1,24875,Cr,0.846819876,0
8795,mp-554342,142,27,Ag,0.779785477,0.307330079
8796,mp-554344,-1,24875,O,0.846819876,0
8797,mp-554346,-1,24875,O,0.846819876,0
8798,mp-554351,-1,24875,O,0.846819876,0
8799,mp-554353,-1,24875,Cl,0.846819876,0
8800,mp-554354,116,113,Rh,0.996338069,0.250144852
8801,mp-554359,-1,24875,O,0.846819876,0
8802,mp-554361,-1,24875,O,0.846819876,0
8803,mp-554363,-1,24875,Pr,0.846819876,0
8804,mp-554364,-1,24875,O,0.846819876,0
8805,mp-554371,-1,24875,O,0.846819876,0
8806,mp-554376,-1,24875,O,0.846819876,0
8807,mp-554377,-1,24875,K,0.846819876,0
8808,mp-554379,-1,24875,F,0.846819876,0
8809,mp-554382,-1,24875,O,0.846819876,0
8810,mp-554383,-1,24875,O,0.846819876,0
8811,mp-554390,-1,24875,N,0.846819876,0
8812,mp-554395,-1,24875,S,0.846819876,0
8813,mp-554401,-1,24875,Cu,0.846819876,0
8814,mp-554402,-1,24875,Mo,0.846819876,0
8815,mp-554408,-1,24875,S,0.846819876,0
8816,mp-554412,-1,24875,O,0.846819876,0
8817,mp-554420,-1,24875,O,0.846819876,0
8818,mp-554421,-1,24875,K,0.846819876,0
8819,mp-554423,-1,24875,O,0.846819876,0
8820,mp-554430,-1,24875,Na,0.846819876,0
8821,mp-554432,-1,24875,F,0.846819876,0
8822,mp-554433,-1,24875,O,0.846819876,0
8823,mp-554435,-1,24875,O,0.846819876,0
8824,mp-554440,-1,24875,Cu,0.846819876,0
8825,mp-554445,-1,24875,O,0.846819876,0
8826,mp-554446,-1,24875,Li,0.846819876,0
8827,mp-554453,-1,24875,Cr,0.846819876,0
8828,mp-554459,-1,24875,N,0.846819876,0
8829,mp-554463,-1,24875,O,0.846819876,0
8830,mp-554472,-1,24875,N,0.846819876,0
8831,mp-554475,-1,24875,O,0.846819876,0
8832,mp-554481,-1,24875,O,0.846819876,0
8833,mp-554482,-1,24875,O,0.846819876,0
8834,mp-554483,-1,24875,Cl,0.846819876,0
8835,mp-554485,-1,24875,Mo,0.846819876,0
8836,mp-554491,-1,24875,Cl,0.846819876,0
8837,mp-554495,-1,24875,O,0.846819876,0
8838,mp-554497,-1,24875,Cu,0.846819876,0
8839,mp-554498,-1,24875,O,0.846819876,0
8840,mp-554501,-1,24875,Os,0.846819876,0
8841,mp-554505,-1,24875,O,0.846819876,0
8842,mp-554507,136,37,Ni,0.729339315,0.521606522
8843,mp-554508,-1,24875,O,0.846819876,0
8844,mp-554515,-1,24875,O,0.846819876,0
8845,mp-554518,-1,24875,Eu,0.846819876,0
8846,mp-554526,-1,24875,O,0.846819876,0
8847,mp-554527,-1,24875,O,0.846819876,0
8848,mp-554529,-1,24875,Ba,0.846819876,0
8849,mp-554533,-1,24875,O,0.846819876,0
8850,mp-554539,-1,24875,O,0.846819876,0
8851,mp-554540,-1,24875,O,0.846819876,0
8852,mp-554541,-1,24875,Cr,0.846819876,0
8853,mp-554542,-1,24875,O,0.846819876,0
8854,mp-554543,-1,24875,O,0.846819876,0
8855,mp-554546,-1,24875,Eu,0.846819876,0
8856,mp-554548,-1,24875,O,0.846819876,0
8857,mp-554549,-1,24875,O,0.846819876,0
8858,mp-554552,-1,24875,O,0.846819876,0
8859,mp-554554,-1,24875,S,0.846819876,0
8860,mp-554559,-1,24875,S,0.846819876,0
8861,mp-554568,-1,24875,Cl,0.846819876,0
8862,mp-554570,-1,24875,O,0.846819876,0
8863,mp-554572,-1,24875,O,0.846819876,0
8864,mp-554581,-1,24875,S,0.846819876,0
8865,mp-554583,-1,24875,O,0.846819876,0
8866,mp-554584,-1,24875,O,0.846819876,0
8867,mp-554590,-1,24875,Cu,0.846819876,0
8868,mp-554591,-1,24875,O,0.846819876,0
8869,mp-554592,-1,24875,O,0.846819876,0
8870,mp-554600,-1,24875,Cr,0.846819876,0
8871,mp-554602,100,295,Pd,0.554631053,0.219574113
8872,mp-554603,-1,24875,Ce,0.846819876,0
8873,mp-554605,-1,24875,Cl,0.846819876,0
8874,mp-554606,-1,24875,Cu,0.846819876,0
8875,mp-554610,-1,24875,F,0.846819876,0
8876,mp-554614,-1,24875,Cu,0.846819876,0
8877,mp-554615,-1,24875,O,0.846819876,0
8878,mp-554622,97,22,Rb,0.999998754,0.13405299
8879,mp-554625,-1,24875,Cl,0.846819876,0
8880,mp-554626,-1,24875,O,0.846819876,0
8881,mp-554638,116,113,Ru,0.996338069,0.14322253
8882,mp-554643,-1,24875,O,0.846819876,0
8883,mp-554645,-1,24875,O,0.846819876,0
8884,mp-554646,-1,24875,Cl,0.846819876,0
8885,mp-554648,-1,24875,Ag,0.846819876,0
8886,mp-554650,-1,24875,O,0.846819876,0
8887,mp-554651,-1,24875,Pu,0.846819876,0
8888,mp-554656,-1,24875,Li,0.846819876,0
8889,mp-554657,-1,24875,O,0.846819876,0
8890,mp-554659,-1,24875,N,0.846819876,0
8891,mp-554663,-1,24875,O,0.846819876,0
8892,mp-554665,-1,24875,O,0.846819876,0
8893,mp-554676,-1,24875,S,0.846819876,0
8894,mp-554685,-1,24875,O,0.846819876,0
8895,mp-554689,-1,24875,F,0.846819876,0
8896,mp-554699,-1,24875,O,0.846819876,0
8897,mp-554700,-1,24875,O,0.846819876,0
8898,mp-554701,-1,24875,F,0.846819876,0
8899,mp-554702,-1,24875,F,0.846819876,0
8900,mp-554704,-1,24875,O,0.846819876,0
8901,mp-554705,-1,24875,O,0.846819876,0
8902,mp-554706,-1,24875,Cl,0.846819876,0
8903,mp-554710,53,15,S,0.638279003,1
8904,mp-554711,-1,24875,S,0.846819876,0
8905,mp-554718,-1,24875,O,0.846819876,0
8906,mp-554719,-1,24875,O,0.846819876,0
8907,mp-554722,-1,24875,O,0.846819876,0
8908,mp-554724,-1,24875,Cu,0.846819876,0
8909,mp-554732,-1,24875,O,0.846819876,0
8910,mp-554736,-1,24875,O,0.846819876,0
8911,mp-554737,-1,24875,F,0.846819876,0
8912,mp-554741,-1,24875,S,0.846819876,0
8913,mp-554745,46,85,Cr,0.449102434,0.283250379
8914,mp-554747,75,67,O,0.5187034,0.476796272
8915,mp-554748,-1,24875,Cu,0.846819876,0
8916,mp-554749,-1,24875,Ir,0.846819876,0
8917,mp-554752,-1,24875,O,0.846819876,0
8918,mp-554754,-1,24875,O,0.846819876,0
8919,mp-554755,-1,24875,O,0.846819876,0
8920,mp-554762,-1,24875,O,0.846819876,0
8921,mp-554765,-1,24875,F,0.846819876,0
8922,mp-554766,-1,24875,Ag,0.846819876,0
8923,mp-554767,-1,24875,O,0.846819876,0
8924,mp-554769,114,16,Mo,0.758831279,1
8925,mp-554770,116,113,Mo,0.996338069,1
8926,mp-554773,-1,24875,O,0.846819876,0
8927,mp-554774,-1,24875,O,0.846819876,0
8928,mp-554777,-1,24875,Cu,0.846819876,0
8929,mp-554778,-1,24875,O,0.846819876,0
8930,mp-554781,143,64,Cu,0.749516947,1
8931,mp-554782,-1,24875,S,0.846819876,0
8932,mp-554783,-1,24875,O,0.846819876,0
8933,mp-554784,-1,24875,V,0.846819876,0
8934,mp-554786,-1,24875,O,0.846819876,0
8935,mp-554787,-1,24875,O,0.846819876,0
8936,mp-554788,-1,24875,F,0.846819876,0
8937,mp-554790,-1,24875,Ni,0.846819876,0
8938,mp-554791,-1,24875,O,0.846819876,0
8939,mp-554793,-1,24875,O,0.846819876,0
8940,mp-554801,-1,24875,O,0.846819876,0
8941,mp-554803,-1,24875,O,0.846819876,0
8942,mp-554805,-1,24875,Cl,0.846819876,0
8943,mp-554810,-1,24875,V,0.846819876,0
8944,mp-554812,-1,24875,Cu,0.846819876,0
8945,mp-554817,-1,24875,O,0.846819876,0
8946,mp-554819,-1,24875,O,0.846819876,0
8947,mp-554822,-1,24875,O,0.846819876,0
8948,mp-554823,-1,24875,O,0.846819876,0
8949,mp-554826,-1,24875,O,0.846819876,0
8950,mp-554835,-1,24875,K,0.846819876,0
8951,mp-554837,63,282,Ir,0.212178071,0.301243404
8952,mp-554838,-1,24875,O,0.846819876,0
8953,mp-554839,-1,24875,Mn,0.846819876,0
8954,mp-554840,-1,24875,F,0.846819876,0
8955,mp-554842,-1,24875,O,0.846819876,0
8956,mp-554843,-1,24875,Mn,0.846819876,0
8957,mp-554845,-1,24875,O,0.846819876,0
8958,mp-554847,-1,24875,Cl,0.846819876,0
8959,mp-554852,-1,24875,O,0.846819876,0
8960,mp-554853,-1,24875,O,0.846819876,0
8961,mp-554854,-1,24875,O,0.846819876,0
8962,mp-554855,-1,24875,F,0.846819876,0
8963,mp-554856,-1,24875,O,0.846819876,0
8964,mp-554863,-1,24875,O,0.846819876,0
8965,mp-554866,-1,24875,W,0.846819876,0
